Column Name,Sample Entry,Label,Type,Description,Keywords
PHDCSQ,"3605 unique values. Range: 10000000.0 to 90000158.0. Mean: 15360867.41, Median: 10000710.00. Sample values: 10000000.0, 10000013.0, 10000044.0, 10000087.0, 10000128.0, 10000435.0, 10000439.0, 10000602.0, 10001289.0, 10001400.0",Doc Sequence,Integer,Document sequence number.,document; sequence
PHCHGD,Constant value of '0.0' for all entries,Charge Amount,Decimal,Charge amount.,charge; amount
PHCCEX,Constant value of '0.0' for all entries,Curr Exch,Decimal,Currency exchange?,currency; exchange
PHCCAP,Constant value of '0.0' for all entries,Curr Cap,Decimal,Currency cap?,currency; cap
PHBCEX,Constant value of '0.0' for all entries,Base Exch,Decimal,Base exchange?,base; exchange
PHBCAP,Constant value of '0.0' for all entries,Base Cap,Decimal,Base cap?,base; cap
PHCHAP,Constant value of '0.0' for all entries,Chapter?,String,Chapter?,chapter
PHOINV,Empty column,Orig Invoice,String,Original invoice number.,original; invoice
PHCNF2,"Discrete values (2 unique): 0.0, 1.0",Conf 2,String,Confirmation 2?,confirmation
PHGCN2,Constant value of '1.0' for all entries,Group Conf 2,String,Group confirmation 2?,group; confirmation
PHOCN2,Constant value of '1.0' for all entries,Orig Conf 2,String,Original confirmation 2?,original; confirmation
PHCMTP,"Discrete values (2 unique): 7.0, 8.0",Commit Type,String,Commitment type.,commit; type
PHCMTG,"Discrete values (2 unique): 7, 8",Commit Group,String,Commitment group.,commit; group
PHCMTR,"Discrete values (2 unique): 7, 8",Commit Reason,String,Commitment reason.,commit; reason
