Column Name,Sample Entry,Label,Type,Description,Keywords
ILTA01,"1798 unique values. Some 0's (15.5%). Range: -426.42 to 14010.4787. Mean: 166.05, Median: 30.94. Contains decimal values. Sample values: 0.0, 1.1957, 3.85, 10.01, 15.18, 23.552, 25.185, 28.9396, 36.225, 138.6",Tax Amount 1,Decimal,Tax amount 1.,tax; amount
ILTA02,Constant value of '0.0' for all entries,Tax Amount 2,Decimal,Tax amount 2.,tax; amount
ILTA03,Constant value of '0.0' for all entries,Tax Amount 3,Decimal,Tax amount 3.,tax; amount
ILTA04,Constant value of '0.0' for all entries,Tax Amount 4,Decimal,Tax amount 4.,tax; amount
ILTA05,Constant value of '0.0' for all entries,Tax Amount 5,Decimal,Tax amount 5.,tax; amount
ILTA06,Constant value of '0.0' for all entries,Tax Amount 6,Decimal,Tax amount 6.,tax; amount
ILTA07,Constant value of '0.0' for all entries,Tax Amount 7,Decimal,Tax amount 7.,tax; amount
ILTA08,Constant value of '0.0' for all entries,Tax Amount 8,Decimal,Tax amount 8.,tax; amount
ILTA09,Constant value of '0.0' for all entries,Tax Amount 9,Decimal,Tax amount 9.,tax; amount
ILTA10,Constant value of '0.0' for all entries,Tax Amount 10,Decimal,Tax amount 10.,tax; amount
