Column Name,Sample Entry,Label,Type,Description,Keywords
CRSG12,Constant value of 'FS' for all entries,Segment 12,String,Account segment 12.,segment; 12; account
CRSG13,Empty column,Segment 13,String,Account segment 13.,segment; 13; account
CRSG14,Empty column,Segment 14,String,Account segment 14.,segment; 14; account
CRATYP,"Discrete values (5 unique): 0.0, 1.0, 2.0, 3.0, 4.0",Account Type,Integer,Type of account.,account; type; code
CREDAT,Constant value of '99991231.0' for all entries,Expiration Date,Date,Expiration date of the record.,expiration; date
CRUSER,"Text/Mixed data with 22 unique values. Sample values: KAPCIAEL, B610ADM, BIJALDMA, LUPABE, DBAK, ZIMNAAN. Most frequent: KAPCIAEL (3397), BIJALDMA (1853), B610ADM (1207), ZIMNAAN (1109), D2BGDY (572)",User,String,User who created or updated the record.,user; id
CRDATE,"144 unique values. Range: 20100105.0 to 20100730.0. Mean: 20100337.52, Median: 20100304.00. Sample values: 20100113.0, 20100201.0, 20100217.0, 20100301.0, 20100303.0, 20100317.0, 20100430.0, 20100602.0, 20100608.0, 20100630.0",Date,Date,Date of the record.,date; record
CRTIME,"5283 unique values. Range: 617.0 to 235618.0. Mean: 128693.09, Median: 131110.50. Sample values: 61956.0, 84642.0, 91216.0, 102625.0, 131044.0, 131150.0, 142937.0, 153106.0, 173330.0, 203051.0",Time,Decimal,Time of the record.,time; record
CRLOCK,Constant value of '0.0' for all entries,Lock,Integer,Lock status.,lock; status
CRBDAT,"Discrete values (2 unique): 0.0, 20010101.0",Begin Date,Date,Beginning date.,begin; date
CRREVL,Constant value of '0.0' for all entries,Revision Level,Integer,Revision level.,revision; level
CRDESC,"Text/Mixed data with 103 unique values. Sample values: Koszt sprzedazy towarow I/C, Zuzycie materialÂ¾w nieprodukc, Uslugi materialne, Obowiazkowe obciazenie wyniku, Koszt sprzedazy towarow obcych, Naleznosci zagraniczne, Sprzedaz towarow obcych, Amortyzacja, Remonty maszyn. Most frequent: Uslugi materialne (1266), Zuzycie materialÂ¾w nieprodukcy (801), Naleznosci krajowe (660), Uslugi niematerialne (564), Sprzedaz towarow obcych (443)",Description,String,Description of the account.,description; account
CRUPDT,Constant value of '0.0' for all entries,Update,Integer,Update flag.,update; flag
CRRULI,Constant value of '0.0' for all entries,Rule I,Integer,Rule I.,rule; i
CRRULR,Constant value of '0.0' for all entries,Rule R,Integer,Rule R.,rule; r
CRSOPT,Constant value of '9999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999' for all entries,Sort Option,String,Sort option.,sort; option
