Column Name,Sample Entry,Label,Type,Description,Keywords
LHDDAT,Constant value of '0.0' for all entries,Doc Date,Date,Document date.,document; date
LHREAS,"Discrete values (13 unique): 22, 23, FZI, FZM, FZU, KS, SP, ZFI, ZFM, ZFU, ZSAD, ZSP, ZWROT",Reason Code,String,Reason code.,reason; code
LHBKOV,"Discrete values (3 unique): 0.0, 1.0, 2.0",Bank Override,Integer,Bank override code.,bank; override; code
LHUSER,"Discrete values (16 unique): ANDRZEZU, B2EFAKT, BIJALDMA, CHWASTEL, DOMINEPI, GODULABA, GUCADA, KALUZIJO, KLOBUKKA, KOWALSAN, SAMBORMA, SWOBODMA, SZLAPAAG, TATERAAN, WCISLOJO, ZBRONSAG",User,String,User who created the entry.,user; id
LHDATE,"Discrete values (8 unique): 20250108.0, 20250109.0, 20250110.0, 20250113.0, 20250114.0, 20250115.0, 20250116.0, 20250117.0",Date,Date,Date of the entry.,date; entry
LHTIME,"1920 unique values. Range: 61136.0 to 200505.0. Mean: 108008.63, Median: 103210.00. Sample values: 62450.0, 63522.0, 75349.0, 81436.0, 90003.0, 91624.0, 104610.0, 111339.0, 125757.0, 125926.0",Time,Decimal,Time of the entry.,time; entry
LHLOCK,Constant value of '0.0' for all entries,Lock,Integer,Lock status.,lock; status
LHSUMF,Constant value of '0.0' for all entries,Summary Flag,Integer,Summary flag.,summary; flag
LHSLN,Constant value of '0.0' for all entries,Source Line,Integer,Source line number.,source; line
LHTSN,"586 unique values. Range: 0.0 to 981214.0. Mean: 968569.28, Median: 980409.00. Sample values: 980281.0, 980281.0, 980281.0, 980360.0, 980409.0, 980410.0, 980559.0, 981110.0, 981169.0, 981169.0",Trans Seq No,Integer,Transaction sequence number.,transaction; sequence; number
LHTRNN,"368 unique values. Range: 0.0 to 367.0. Mean: 54.67, Median: 10.00. Sample values: 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 5.0, 48.0, 78.0",Trans Number,Integer,Transaction number.,transaction; number
LHDRMR,"Discrete values (18 unique): AMLLAMNT, CP01AR, CP01AS, CP01CA, ILREVRDR, ILREVSDR, RTXTXTCDR, SDPACS01, SDPACS02, SDPACS03, SDPACS04, SDPACS05, SDPACS06, SDPACS07, SDPACS11, SDPACS25, SITOTDR, VP01UNDR",Debit Macro,String,Debit macro code.,debit; macro; code
LHCRMR,"Discrete values (11 unique): AMLLAMNT, CP01AR, CP01AS, CP01CB, ILREVRCR, ILREVSCR, RTXTXTCCR, SDPACS22, SITOTCR, VP0104, VP01UNCR",Credit Macro,String,Credit macro code.,credit; macro; code
LHSTMR,Empty column,Statement Macro,String,Statement macro code.,statement; macro; code
LHJNML,"Discrete values (9 unique): 0.0, 10.0, 20.0, 30.0, 40.0, 50.0, 60.0, 70.0, 80.0",Macro Level,Integer,Journal macro level.,macro; level
